symbol, avg_price, max_change, avg_atr, stddev_atr, avg_volume
JGG, 13.7606, 0.0233, 0.0146, 0.0062, 603.0000
JGT, 12.5104, 0.0206, 0.0088, 0.0037, 1142.0000
JGV, 14.1984, 0.0300, 0.0143, 0.0063, 797.0000
JHI, 21.9121, 0.0328, 0.0309, 0.0121, 585.0000
JHP, 8.8646, 0.0286, 0.0075, 0.0034, 914.0000
JHS, 16.2442, 1.3506, 0.0277, 0.0803, 588.0000
JIVE, 16.5088, 0.0674, 0.0162, 0.0085, 2069.0000
JJC, 43.0276, 0.0546, 0.0280, 0.0125, 812.0000
JJG, 52.3253, 0.0427, 0.0462, 0.0179, 634.0000
JJSF, 71.7327, 0.0339, 0.0899, 0.0325, 397.0000
JKD, 92.6559, 0.0171, 0.0695, 0.0268, 499.0000
JKE, 80.6778, 0.0229, 0.0627, 0.0239, 557.0000
JKHY, 46.9928, 0.0246, 0.0208, 0.0099, 1012.0000
JKL, 99.3607, 0.0255, 0.0850, 0.0391, 514.0000
JKS, 8.4948, 0.1265, 0.0276, 0.0112, 2610.0000
JLA, 12.4340, 0.0215, 0.0065, 0.0026, 777.0000
JLL, 93.6676, 0.0174, 0.0561, 0.0249, 982.0000
JLS, 27.6376, 0.0177, 0.0318, 0.0127, 710.0000
JMBA, 8.1962, 4.1033, 0.0111, 0.0185, 2142.0000
JMF, 20.2615, 0.0177, 0.0192, 0.0083, 830.0000
JMI, 16.4898, 0.0420, 0.0142, 0.0071, 1744.0000
JMP, 6.4890, 0.0576, 0.0223, 0.0080, 564.0000
JMT, 27.8362, 0.0208, 0.0411, 0.0139, 467.0000
JNJ, 87.1950, 0.0148, 0.0298, 0.0131, 22609.0000
JNK, 40.3996, 0.0171, 0.0073, 0.0042, 19473.0000
JNPR, 18.9187, 0.0357, 0.0103, 0.0058, 14570.0000
JNS, 8.8032, 0.0433, 0.0065, 0.0029, 6865.0000
JNY, 14.6549, 0.0610, 0.0112, 0.0053, 2589.0000
JOBS, 57.3421, 0.0791, 0.0887, 0.0485, 527.0000
JOEZ, 1.6935, 0.2151, 0.0038, 0.0016, 3582.0000
JOE, 20.6672, 0.0220, 0.0157, 0.0071, 1340.0000
JOF, 8.2555, 0.0718, 0.0087, 0.0050, 1412.0000
JOSB, 42.5976, 0.0424, 0.0307, 0.0155, 1253.0000
JOUT, 22.9456, 0.0574, 0.0663, 0.0353, 400.0000
JOY, 52.6412, 0.0267, 0.0313, 0.0168, 5028.0000
JO, 30.5263, 0.0396, 0.0298, 0.0105, 825.0000
JPC, 9.9645, 0.0183, 0.0054, 0.0022, 1471.0000
JPG, 13.6119, 0.0202, 0.0084, 0.0037, 683.0000
JPI, 24.8960, 0.0194, 0.0230, 0.0095, 900.0000
JPM.W, 14.2618, 0.0558, 0.0273, 0.0124, 1484.0000
JPM, 53.7527, 0.0273, 0.0256, 0.0133, 52201.0000
JPS, 9.1412, 0.0177, 0.0056, 0.0020, 1814.0000
JPZ, 12.5566, 0.0226, 0.0080, 0.0031, 993.0000
JQC, 10.1914, 0.0166, 0.0055, 0.0022, 1888.0000
JRCC, 2.1557, 0.8182, 0.0068, 0.0057, 5001.0000
JRI, 19.3970, 0.0237, 0.0281, 0.0125, 887.0000
JRN, 7.2018, 0.0814, 0.0078, 0.0035, 1080.0000
JRO, 13.1793, 0.1038, 0.0080, 0.0053, 1060.0000
JRS, 11.7515, 0.0226, 0.0175, 0.0085, 800.0000
JSD, 20.4982, 0.0344, 0.0200, 0.0097, 552.0000
JSM, 23.8514, 0.0451, 0.0484, 0.0310, 614.0000
JSN, 12.5655, 0.0312, 0.0078, 0.0033, 1088.0000
JST, 5.3833, 0.2122, 0.0220, 0.0103, 770.0000
JTA, 11.7326, 0.0206, 0.0134, 0.0062, 633.0000
JTD, 15.2037, 0.0275, 0.0178, 0.0077, 577.0000
JTP, 8.7150, 0.0215, 0.0061, 0.0020, 1448.0000
JVA, 7.0953, 0.1765, 0.0195, 0.0123, 1243.0000
JW.A, 39.6973, 0.0432, 0.0227, 0.0113, 893.0000
JWN, 60.2538, 0.0366, 0.0245, 0.0114, 3197.0000
JXI, 42.9422, 0.0500, 0.0327, 0.0161, 827.0000
KAI, 28.1477, 0.0422, 0.0538, 0.0187, 390.0000
KALU, 62.8733, 0.0503, 0.0554, 0.0226, 675.0000
KAMN, 35.3469, 0.0231, 0.0398, 0.0147, 564.0000
KAR, 23.3438, 0.0301, 0.0133, 0.0065, 2082.0000
KBALB, 9.8960, 0.1111, 0.0173, 0.0085, 615.0000
KBE, 28.5995, 0.0150, 0.0095, 0.0044, 4443.0000
KBH, 20.8697, 0.0519, 0.0214, 0.0100, 11621.0000
KBIO, 6.1585, 0.1172, 0.0210, 0.0135, 825.0000
KBR, 33.3955, 0.0213, 0.0199, 0.0097, 3364.0000
KBWB, 28.8382, 0.0289, 0.0223, 0.0116, 2933.0000
KBWD, 25.0013, 0.0237, 0.0140, 0.0070, 855.0000
KBWY, 32.3182, 0.0252, 0.0272, 0.0145, 727.0000
KBW, 15.9180, 0.1143, 0.0053, 0.0043, 2068.0000
KBX, 0.2399, 0.2727, 0.0025, 0.0018, 2514.0000
KB, 32.2755, 0.0330, 0.0147, 0.0068, 642.0000
KCAP, 10.6702, 0.0911, 0.0134, 0.0084, 1341.0000
KCE, 39.4288, 0.0362, 0.0360, 0.0219, 758.0000
KCG, 5.1124, 2.4188, 0.0062, 0.0118, 3722.0000
KDN, 26.0424, 0.0225, 0.0178, 0.0077, 797.0000
KED, 25.9993, 0.0301, 0.0344, 0.0112, 499.0000
KEF, 8.5954, 0.1056, 0.0113, 0.0079, 624.0000
KEG, 6.3104, 0.0264, 0.0061, 0.0025, 6693.0000
KELYA, 17.8031, 0.0559, 0.0178, 0.0075, 811.0000
KEM, 5.3031, 0.1347, 0.0085, 0.0040, 973.0000
KEP, 12.8882, 0.0659, 0.0053, 0.0034, 1614.0000
KERX, 7.9660, 0.1268, 0.0100, 0.0108, 6509.0000
KEX, 78.6264, 0.0197, 0.0472, 0.0182, 970.0000
KEYN, 15.3819, 0.4656, 0.0156, 0.0138, 989.0000
KEYW, 14.2164, 0.0667, 0.0154, 0.0067, 1031.0000
KEY, 11.0763, 0.0196, 0.0064, 0.0023, 27027.0000
KFH, 28.0504, 0.0333, 0.0456, 0.0207, 518.0000
KFN.P, 25.7542, 0.0193, 0.0170, 0.0134, 1070.0000
KFN, 10.6949, 0.0171, 0.0075, 0.0034, 2335.0000
KFRC, 14.9254, 0.0741, 0.0157, 0.0071, 840.0000
KFY, 17.6193, 0.0210, 0.0159, 0.0066, 924.0000
KF, 38.2458, 0.0260, 0.0378, 0.0182, 481.0000
KGC, 5.4425, 0.0835, 0.0067, 0.0030, 29676.0000
KGJI, 1.2841, 9.0000, 0.0084, 0.0101, 2540.0000
KGN, 3.7697, 0.0341, 0.0075, 0.0024, 1255.0000
KHI, 10.1037, 0.0332, 0.0118, 0.0047, 706.0000
KIE, 51.6860, 0.0255, 0.0227, 0.0100, 1220.0000
KIM, 22.4955, 0.0173, 0.0109, 0.0052, 8811.0000
KIOR, 4.5254, 0.0505, 0.0102, 0.0050, 979.0000
KIPS, 1.0588, 9.0000, 0.0110, 0.0212, 3208.0000
KIRK, 14.3122, 0.0660, 0.0169, 0.0083, 764.0000
KKD, 16.7274, 0.0952, 0.0142, 0.0084, 3584.0000
KKR, 19.9186, 0.0284, 0.0135, 0.0067, 6056.0000
KLAC, 56.6638, 0.0134, 0.0250, 0.0109, 4333.0000
KLIC, 11.4327, 0.0168, 0.0090, 0.0040, 1799.0000
KMB, 99.0752, 0.0199, 0.0379, 0.0188, 4977.0000
KMF, 32.2530, 0.0197, 0.0349, 0.0136, 667.0000
KMG, 19.8799, 0.0295, 0.0499, 0.0187, 446.0000
KMI.W, 5.3788, 0.0578, 0.0085, 0.0042, 6117.0000
KMI, 38.9772, 0.0134, 0.0156, 0.0069, 8483.0000
KMM, 10.7481, 0.0290, 0.0105, 0.0041, 998.0000
KMPR, 32.8003, 0.3221, 0.0228, 0.0229, 616.0000
KMP, 85.5592, 0.0238, 0.0372, 0.0149, 3228.0000
KMR, 83.7382, 0.0167, 0.0342, 0.0152, 1543.0000
KMT, 40.8183, 0.0364, 0.0214, 0.0108, 1609.0000
KMX, 47.0746, 0.0461, 0.0233, 0.0149, 3345.0000
KNDI, 5.0568, 0.5969, 0.0175, 0.0129, 6337.0000
KND, 12.9790, 0.0909, 0.0125, 0.0057, 1324.0000
KNL, 16.2505, 0.0216, 0.0144, 0.0062, 843.0000
KNOP, 22.8692, 0.0483, 0.0552, 0.0421, 673.0000
KNX, 16.7309, 0.0189, 0.0095, 0.0040, 1635.0000
KOF, 154.8044, 0.0249, 0.1445, 0.0621, 472.0000
KOG, 8.8801, 0.0315, 0.0076, 0.0031, 15554.0000
KOLD, 25.5584, 2.9901, 0.0728, 0.1105, 1160.0000
KOL, 22.4595, 0.0412, 0.0165, 0.0066, 1222.0000
KONA, 9.6847, 0.1040, 0.0353, 0.0157, 644.0000
KONG, 6.3298, 0.1393, 0.0108, 0.0071, 869.0000
KOPN, 3.4592, 0.0514, 0.0066, 0.0026, 1061.0000
KOP, 41.2124, 0.0953, 0.0471, 0.0187, 592.0000
KORS, 61.7840, 0.0329, 0.0426, 0.0212, 8608.0000
KOS, 10.7508, 0.0654, 0.0079, 0.0045, 2213.0000
KO, 41.0403, 0.0302, 0.0163, 0.0076, 31578.0000
KRA, 20.8875, 0.0361, 0.0202, 0.0087, 1007.0000
KRC, 54.6213, 0.0171, 0.0304, 0.0147, 1269.0000
KRE, 33.7341, 0.0133, 0.0110, 0.0054, 7188.0000
KRFT, 55.6214, 0.0163, 0.0248, 0.0109, 6887.0000
KRG, 6.2061, 0.0646, 0.0051, 0.0026, 1837.0000
KRNY, 10.1305, 0.0989, 0.0224, 0.0108, 710.0000
KRO, 16.0663, 0.0195, 0.0175, 0.0070, 976.0000
KR, 35.5319, 0.0174, 0.0155, 0.0076, 9442.0000
KSM, 14.6397, 0.0169, 0.0191, 0.0069, 773.0000
KSS, 51.8345, 0.0558, 0.0213, 0.0118, 5476.0000
KSU, 111.4490, 94.7931, 0.0765, 0.2496, 2155.0000
KSWS, 4.1534, 0.4781, 0.0049, 0.0042, 2868.0000
KS, 34.2151, 0.0503, 0.0266, 0.0138, 1036.0000
KTCC, 10.7002, 0.1872, 0.0268, 0.0100, 621.0000
KTF, 14.1903, 0.0203, 0.0105, 0.0042, 969.0000
KTOS, 5.9706, 0.2195, 0.0077, 0.0075, 1497.0000
KTP, 19.7318, 0.0715, 0.0867, 0.0301, 593.0000
KT, 16.4278, 0.0637, 0.0059, 0.0035, 1682.0000
KUB, 69.7724, 0.1212, 0.0574, 0.0321, 450.0000
KVHI, 13.3607, 0.1736, 0.0371, 0.0192, 645.0000
KWK, 1.9977, 0.0549, 0.0044, 0.0017, 8076.0000
KWR, 59.4863, 0.0309, 0.0904, 0.0325, 428.0000
KW, 16.5921, 0.0168, 0.0105, 0.0046, 1035.0000
KXI, 80.4994, 0.0170, 0.0516, 0.0204, 820.0000
KYAK, 40.0837, 0.0342, 0.0268, 0.0173, 782.0000
KYE, 28.7171, 0.0263, 0.0275, 0.0115, 667.0000
KYN, 36.3570, 0.0497, 0.0302, 0.0146, 1481.0000
KYTH, 24.7703, 0.4783, 0.0819, 0.0532, 551.0000
K, 64.7094, 0.0105, 0.0218, 0.0099, 3892.0000
LABL, 27.0829, 0.0617, 0.0622, 0.0248, 532.0000
LAD, 52.7162, 0.0378, 0.0510, 0.0212, 1033.0000
LAG, 58.1299, 0.0110, 0.0192, 0.0113, 1417.0000
LAMR, 45.4060, 0.0744, 0.0242, 0.0127, 3025.0000
LANC, 76.0590, 0.0265, 0.0658, 0.0247, 470.0000
LAND, 16.1285, 0.1139, 0.0676, 0.0339, 787.0000
LAS, 3.4254, 0.2564, 0.0249, 0.0127, 1207.0000
LAWS, 13.3327, 0.0945, 0.0690, 0.0338, 551.0000
LAYN, 20.4744, 0.0711, 0.0244, 0.0117, 779.0000
LAZ, 33.2978, 0.0605, 0.0217, 0.0117, 2218.0000
LBAI, 9.9598, 0.0443, 0.0163, 0.0084, 740.0000
LBTYA, 75.5725, 0.0156, 0.0333, 0.0166, 6717.0000
LBTYK, 70.8130, 0.0163, 0.0348, 0.0169, 3331.0000
LBY, 20.4039, 0.0945, 0.0264, 0.0116, 600.0000
LCAV, 3.1694, 0.3810, 0.0140, 0.0075, 1294.0000
LCC, 26.3538, 10000.7435, 17.6837, 394.1715, 12939.0000
LCI, 10.6265, 0.0955, 0.0212, 0.0089, 748.0000
LCM, 9.7779, 0.0217, 0.0088, 0.0045, 607.0000
LCUT, 12.3701, 0.0941, 0.0321, 0.0177, 525.0000
LDK, 1.4520, 0.1250, 0.0052, 0.0022, 8100.0000
LDL, 14.7862, 0.0273, 0.0247, 0.0104, 394.0000
LDP, 25.6135, 0.0197, 0.0256, 0.0112, 867.0000
LDR, 55.6786, 0.0245, 0.1223, 0.0421, 342.0000
LEAP, 7.9863, 1.1380, 0.0072, 0.0116, 5648.0000
LEA, 61.1631, 0.0179, 0.0251, 0.0114, 2086.0000
LECO, 57.6034, 0.0415, 0.0330, 0.0167, 1006.0000
LEDR, 9.9200, 0.1457, 0.0103, 0.0062, 1614.0000
LEDS, 1.3487, 9.2000, 0.0088, 0.0084, 4184.0000
LEE, 1.7180, 0.0700, 0.0052, 0.0031, 2500.0000
LEG, 32.1443, 0.0220, 0.0155, 0.0074, 2288.0000
LEI, 1.3962, 0.1417, 0.0059, 0.0026, 1845.0000
LEMB, 52.3252, 0.0294, 0.0386, 0.0234, 1109.0000
LEN.B, 30.8916, 0.0343, 0.0530, 0.0194, 511.0000
LEN, 38.0155, 0.1680, 0.0342, 0.0214, 15536.0000
LEO, 9.2179, 0.0265, 0.0069, 0.0029, 1282.0000
LFC, 38.6354, 0.0587, 0.0222, 0.0099, 829.0000
LFL, 17.8822, 0.0345, 0.0110, 0.0057, 1621.0000
LFUS, 70.0312, 0.0619, 0.0732, 0.0299, 548.0000
LFVN, 2.3384, 0.0829, 0.0041, 0.0018, 2146.0000
LF, 9.8913, 0.0276, 0.0084, 0.0033, 3238.0000
LGCY, 26.9188, 0.0349, 0.0319, 0.0120, 951.0000
LGF, 29.0674, 0.0512, 0.0193, 0.0097, 3607.0000
LGI, 16.2118, 0.0190, 0.0214, 0.0091, 614.0000
LGND, 32.2571, 0.0462, 0.0497, 0.0261, 975.0000
LGP, 21.6766, 0.0472, 0.0396, 0.0223, 686.0000
LG, 45.8221, 0.0342, 0.0292, 0.0104, 981.0000
LHCG, 21.2136, 0.1185, 0.0379, 0.0169, 493.0000
LHO, 25.8880, 0.0293, 0.0173, 0.0085, 2200.0000
LH, 98.5552, 0.0291, 0.0326, 0.0180, 1955.0000
LIFE, 74.1149, 0.0056, 0.0066, 0.0032, 5623.0000
LII, 64.8142, 0.0711, 0.0404, 0.0226, 1214.0000
LINC, 5.6871, 0.0858, 0.0133, 0.0056, 675.0000
LINE, 31.3308, 0.1166, 0.0269, 0.0191, 11619.0000
LINTA, 23.2164, 0.0398, 0.0097, 0.0047, 4674.0000
LION, 12.3223, 0.0881, 0.0307, 0.0201, 833.0000
LIOX, 3.2450, 0.2746, 0.0050, 0.0027, 1507.0000
LITB, 15.0406, 0.0544, 0.0361, 0.0194, 2725.0000
LIWA, 5.0166, 0.2220, 0.0116, 0.0066, 762.0000
LKFN, 26.5278, 0.0315, 0.0456, 0.0185, 491.0000
LKQ, 25.3542, 0.0365, 0.0139, 0.0071, 3124.0000
LLEN, 3.3764, 0.7727, 0.0102, 0.0093, 2612.0000
LLL, 86.5250, 0.0112, 0.0325, 0.0141, 1292.0000
LLNW, 2.1791, 0.0573, 0.0044, 0.0014, 1548.0000
LLTC, 37.7524, 0.0249, 0.0149, 0.0068, 4646.0000
LLY, 52.2468, 0.0263, 0.0216, 0.0093, 11346.0000
LL, 84.2779, 0.0889, 0.0798, 0.0366, 1956.0000
LMCA, 127.5607, 0.0438, 0.0756, 0.0373, 2006.0000
LMIA, 20.1435, 0.0958, 0.0372, 0.0174, 502.0000
LMNR, 19.8064, 0.1259, 0.0634, 0.0305, 508.0000
LMNX, 18.7504, 0.1024, 0.0195, 0.0106, 816.0000
LMOS, 13.6462, 0.0441, 0.0255, 0.0109, 623.0000
LMT, 108.2844, 0.0177, 0.0375, 0.0187, 3854.0000
LM, 33.4428, 0.0250, 0.0178, 0.0089, 4389.0000
LNCE, 26.5261, 0.0365, 0.0197, 0.0079, 734.0000
LNCO, 35.4677, 0.1068, 0.0374, 0.0210, 2671.0000
LNC, 36.8495, 0.0197, 0.0192, 0.0091, 6947.0000
LNDC, 13.1687, 0.0630, 0.0191, 0.0075, 844.0000
LNET, 0.1075, 0.3590, 0.0016, 0.0014, 13681.0000
LNG, 28.9116, 0.0507, 0.0211, 0.0106, 8829.0000
LNKD, 181.3612, 0.0227, 0.1522, 0.0562, 4645.0000
LNN, 80.0230, 0.0389, 0.0737, 0.0314, 809.0000
LNT, 51.0814, 0.0183, 0.0226, 0.0102, 1171.0000
LOCK, 10.5716, 9.0019, 0.0182, 0.2084, 2289.0000
LOCM, 1.8710, 0.8182, 0.0095, 0.0090, 1445.0000
LODE, 1.9714, 0.0765, 0.0059, 0.0029, 1443.0000
LOGI, 6.7831, 0.1267, 0.0052, 0.0023, 1749.0000
LOGM, 23.2386, 0.2200, 0.0244, 0.0123, 1140.0000
LOPE, 31.5186, 0.0926, 0.0265, 0.0124, 1402.0000
LORL, 59.5831, 0.0370, 0.0535, 0.0230, 487.0000
LOR, 13.4817, 0.0291, 0.0184, 0.0104, 496.0000
LOV, 7.7896, 0.0606, 0.0152, 0.0062, 925.0000
LOW, 42.3170, 0.0221, 0.0193, 0.0094, 17748.0000
LO, 44.2099, 0.0272, 0.0196, 0.0109, 7024.0000
LPDX, 8.3300, 0.1077, 0.0326, 0.0213, 744.0000
LPHI, 3.3036, 0.2839, 0.0151, 0.0072, 1138.0000
LPI, 19.6466, 0.0298, 0.0169, 0.0084, 1990.0000
LPLA, 37.0998, 0.0392, 0.0182, 0.0098, 1755.0000
LPL, 13.0047, 0.0555, 0.0061, 0.0034, 1977.0000
LPNT, 48.7053, 0.0942, 0.0314, 0.0156, 1194.0000
LPR, 0.7845, 0.1556, 0.0026, 0.0017, 3579.0000
LPSN, 9.9674, 0.2267, 0.0090, 0.0069, 2320.0000
LPS, 31.4796, 0.1144, 0.0121, 0.0092, 4270.0000
LPTH, 1.2158, 9.1000, 0.0096, 0.0060, 2563.0000
LPTN, 4.8740, 0.2220, 0.0305, 0.0210, 816.0000
LPX, 17.1930, 0.0259, 0.0152, 0.0067, 7447.0000
LQDT, 34.1922, 0.1363, 0.0390, 0.0199, 1448.0000
LQD, 116.2054, 0.0166, 0.0167, 0.0083, 6672.0000
LRAD, 1.0881, 9.0000, 0.0129, 0.0148, 2600.0000
LRCX, 47.4368, 0.0246, 0.0230, 0.0111, 4558.0000
LRE, 16.2369, 0.0464, 0.0249, 0.0100, 1253.0000
LRN, 27.3039, 0.0906, 0.0245, 0.0112, 1001.0000
LRY, 39.8467, 0.0140, 0.0192, 0.0098, 2170.0000
LSCC, 5.0067, 0.0232, 0.0050, 0.0019, 2956.0000
LSE, 8.0303, 0.1758, 0.0042, 0.0027, 4736.0000
LSG, 0.5527, 0.1667, 0.0028, 0.0015, 3534.0000
LSI, 7.2959, 0.0247, 0.0050, 0.0019, 12968.0000
LSTR, 53.4164, 0.0179, 0.0285, 0.0148, 1249.0000
LTC, 42.6362, 0.0226, 0.0301, 0.0123, 734.0000
LTD, 50.9354, 0.0156, 0.0220, 0.0099, 6092.0000
LTM, 49.5880, 0.0620, 0.0310, 0.0167, 1385.0000
LTON, 3.0579, 0.0929, 0.0125, 0.0084, 756.0000
LTPZ, 68.7681, 0.0240, 0.0447, 0.0257, 853.0000
LTS, 1.5365, 0.0620, 0.0041, 0.0017, 1583.0000
LTXC, 5.8361, 0.1765, 0.0060, 0.0034, 1024.0000
LUB, 7.6584, 0.0526, 0.0217, 0.0074, 692.0000
LUFK, 86.6240, 0.3787, 0.0115, 0.0322, 2993.0000
LUK, 28.5145, 0.0188, 0.0146, 0.0066, 3383.0000
LULU, 71.0758, 0.1531, 0.0462, 0.0271, 8633.0000
LUV, 13.7074, 0.0184, 0.0077, 0.0032, 17386.0000
LUX, 49.1670, 0.0370, 0.0398, 0.0199, 561.0000
LVB, 28.2271, 0.1511, 0.0395, 0.0253, 677.0000
LVLT, 21.7926, 0.0259, 0.0140, 0.0061, 3926.0000
LVL, 13.1811, 0.0375, 0.0124, 0.0049, 1141.0000
LVNTA, 79.7453, 0.0797, 0.0851, 0.0382, 673.0000
LVS, 55.8599, 0.0353, 0.0318, 0.0176, 13004.0000
LWAY, 13.7637, 0.0811, 0.0503, 0.0208, 579.0000
LWC, 40.2880, 0.0249, 0.0266, 0.0122, 1229.0000
LXFR, 15.3371, 0.0763, 0.0391, 0.0216, 697.0000
LXK, 31.5975, 0.0758, 0.0208, 0.0118, 2367.0000
LXP, 12.4081, 0.0174, 0.0082, 0.0035, 4650.0000
LXRX, 2.2377, 0.8182, 0.0046, 0.0025, 3267.0000
LXU, 33.2873, 0.0768, 0.0373, 0.0137, 692.0000
LYB, 66.9039, 0.0797, 0.0360, 0.0199, 9285.0000
LYG, 3.8009, 0.0349, 0.0040, 0.0012, 6127.0000
LYTS, 7.3071, 0.1541, 0.0211, 0.0102, 511.0000
LYV, 14.8132, 0.0334, 0.0091, 0.0058, 3779.0000
LZB, 19.1679, 0.0508, 0.0201, 0.0083, 1154.0000
L, 130.6964, 38114.1848, 170.6634, 3806.7568, 2147.0000
MAA, 68.1293, 0.0272, 0.0341, 0.0173, 1322.0000
MACK, 5.5022, 0.1159, 0.0089, 0.0042, 3174.0000
MAC, 64.5527, 0.0140, 0.0313, 0.0155, 2520.0000
MAIN, 29.2447, 0.0266, 0.0226, 0.0087, 1080.0000
MAKO, 11.8924, 0.0971, 0.0139, 0.0078, 2515.0000
MANH, 74.6107, 0.0448, 0.0646, 0.0253, 606.0000
MANT, 26.5383, 0.0333, 0.0217, 0.0081, 797.0000
MANU, 16.5642, 0.0638, 0.0342, 0.0189, 897.0000
MAN, 56.9834, 0.0297, 0.0330, 0.0182, 1570.0000
MAPP, 19.7841, 0.5896, 0.0123, 0.0164, 3732.0000
MAR, 41.5688, 0.0145, 0.0172, 0.0080, 4833.0000
MASC, 9.9073, 0.0952, 0.0389, 0.0187, 500.0000
MASI, 21.3792, 0.0741, 0.0143, 0.0077, 1007.0000
MAS, 20.6959, 0.0362, 0.0158, 0.0072, 10908.0000
MATR, 3.8152, 0.2171, 0.0201, 0.0146, 793.0000
MATW, 35.5031, 0.0301, 0.0349, 0.0129, 556.0000
MATX, 25.1285, 0.0160, 0.0198, 0.0078, 888.0000
MAT, 45.0572, 0.0516, 0.0170, 0.0089, 5489.0000
MAV, 15.3417, 0.0290, 0.0142, 0.0055, 1184.0000
MAXY, 2.4589, 0.0678, 0.0036, 0.0021, 1184.0000
MA, 576.1517, 0.0160, 0.2622, 0.1085, 1501.0000
MBB, 106.3365, 0.0092, 0.0137, 0.0074, 1670.0000
MBFI, 25.7306, 0.0390, 0.0187, 0.0089, 1046.0000
MBI, 13.9547, 0.0198, 0.0121, 0.0068, 9879.0000
MBLX, 1.7407, 0.1343, 0.0083, 0.0043, 1301.0000
MBND, 2.3591, 0.8182, 0.0094, 0.0111, 2355.0000
MBTF, 3.5613, 0.2839, 0.0211, 0.0112, 830.0000
MBT, 19.3442, 0.0389, 0.0095, 0.0050, 4552.0000
MBVT, 29.2377, 0.0546, 0.0835, 0.0381, 334.0000
MBWM, 16.9132, 0.0444, 0.0363, 0.0159, 432.0000
MCA, 15.8307, 0.0136, 0.0111, 0.0046, 894.0000
MCBC, 5.1199, 0.4286, 0.0151, 0.0102, 1043.0000
MCBI, 10.2823, 0.0818, 0.0321, 0.0128, 596.0000
MCC, 14.4596, 0.0257, 0.0098, 0.0046, 1519.0000
MCD, 99.3564, 0.0244, 0.0307, 0.0147, 10992.0000
MCEP, 22.3072, 0.0450, 0.0422, 0.0177, 705.0000
MCF, 39.7474, 0.0493, 0.0554, 0.0215, 448.0000
MCGC, 5.0486, 0.2171, 0.0053, 0.0035, 1440.0000
MCHI, 44.3567, 0.0358, 0.0174, 0.0088, 2707.0000
MCHP, 37.5915, 0.0296, 0.0156, 0.0075, 4205.0000
MCHX, 4.6528, 0.2839, 0.0121, 0.0058, 746.0000
MCK, 115.4825, 0.0230, 0.0423, 0.0189, 2520.0000
MCN, 7.9752, 0.0364, 0.0071, 0.0029, 1033.0000
MCOX, 2.9812, 3.0388, 0.0240, 0.0200, 984.0000
MCO, 63.3914, 0.0435, 0.0305, 0.0180, 3441.0000
MCP, 6.4189, 0.0720, 0.0103, 0.0063, 21794.0000
MCRI, 14.0480, 0.1493, 0.0363, 0.0204, 682.0000
MCRL, 10.1047, 0.0967, 0.0089, 0.0042, 962.0000
MCRS, 43.7367, 0.0251, 0.0179, 0.0092, 2016.0000
MCR, 9.8502, 0.0229, 0.0068, 0.0030, 1037.0000
MCS, 12.6140, 0.0772, 0.0146, 0.0071, 550.0000
MCY, 42.5556, 0.0223, 0.0229, 0.0097, 802.0000
MCZ, 0.4754, 0.1833, 0.0031, 0.0015, 4014.0000
MDAS, 18.2103, 0.0520, 0.0125, 0.0064, 1630.0000
MDCA, 15.8983, 0.0744, 0.0219, 0.0094, 778.0000
MDCI, 6.7204, 0.2195, 0.0178, 0.0109, 869.0000
MDCO, 33.1064, 0.0768, 0.0290, 0.0228, 2544.0000
MDC, 35.1532, 0.0346, 0.0346, 0.0158, 2197.0000
MDF, 11.2228, 0.0027, 0.0029, 0.0015, 1751.0000
MDGN, 5.7782, 0.1133, 0.0265, 0.0180, 751.0000
MDIV, 21.7661, 0.0453, 0.0094, 0.0119, 1601.0000
MDLZ, 29.9920, 0.0324, 0.0135, 0.0065, 25286.0000
MDP, 42.9899, 0.0252, 0.0290, 0.0126, 1043.0000
MDRX, 13.9490, 0.0718, 0.0084, 0.0055, 7390.0000
MDR, 8.8766, 0.0235, 0.0068, 0.0027, 9849.0000
MDSO, 68.0917, 0.1132, 0.0719, 0.0407, 811.0000
MDT, 52.2990, 0.0477, 0.0195, 0.0106, 12208.0000
MDU, 26.3575, 0.0180, 0.0117, 0.0050, 1766.0000
MDVN, 51.1174, 0.0606, 0.0427, 0.0236, 2900.0000
MDW, 1.0419, 0.1124, 0.0032, 0.0017, 1756.0000
MDXG, 6.7719, 0.1459, 0.0104, 0.0085, 2073.0000
MDY, 216.5117, 0.0135, 0.0603, 0.0292, 4781.0000
MD, 90.3914, 0.0256, 0.0537, 0.0206, 770.0000
MEAS, 39.8235, 0.0471, 0.0638, 0.0261, 457.0000
MEA, 1.5815, 0.2009, 0.0048, 0.0020, 1396.0000
MED, 26.0952, 0.0245, 0.0268, 0.0093, 732.0000
MEET, 1.9995, 0.1712, 0.0071, 0.0036, 2028.0000
MEG, 8.7402, 0.0941, 0.0174, 0.0087, 1095.0000
MEIP, 6.5833, 5.5450, 0.0389, 0.0266, 1314.0000
MEI, 15.3692, 0.0399, 0.0156, 0.0070, 1082.0000
MELA, 1.1764, 9.1000, 0.0062, 0.0194, 3011.0000
MELI, 112.1558, 0.0974, 0.1029, 0.0532, 1782.0000
MEMP, 19.4912, 0.0597, 0.0212, 0.0088, 1697.0000
MEMS, 3.5945, 0.5055, 0.0052, 0.0047, 1750.0000
MENT, 19.1655, 0.0255, 0.0087, 0.0042, 2107.0000
MEN, 12.2930, 0.0252, 0.0123, 0.0052, 1007.0000
